"No.","Time","Source","Destination","Protocol","Length","Info"
"1325","2.439701","192.168.86.162","192.168.86.172","TCP","78","[TCP Dup ACK 1324#1] 56151  >  8009 [ACK] Seq=2661 Ack=6454 Win=130432 Len=0 TSval=349677289 TSecr=2311860907 SLE=6018 SRE=6454"
"1326","2.439752","192.168.86.162","17.248.193.16","TCP","78","[TCP Dup ACK 1256#1] 56153  >  443 [ACK] Seq=518 Ack=1 Win=131712 Len=0 TSval=3203749158 TSecr=2233932225 SLE=1449 SRE=6018"
"1328","2.439784","192.168.86.162","37.16.4.196","TCP","66","56148  >  443 [ACK] Seq=3207 Ack=36271 Win=126400 Len=0 TSval=1349091424 TSecr=1091581164"
"1329","2.439798","192.168.86.162","35.186.224.31","TCP","1466","[TCP Spurious Retransmission] 56152  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 TSval=1224557446 TSecr=3838124649"
"1330","2.439802","192.168.86.162","35.186.224.31","TCP","66","56152  >  443 [ACK] Seq=2124 Ack=213 Win=131328 Len=0 TSval=1224557446 TSecr=3838124657"
"1331","2.439920","192.168.86.162","37.16.4.196","TCP","66","[TCP Window Update] 56148  >  443 [ACK] Seq=3207 Ack=36271 Win=131072 Len=0 TSval=1349091424 TSecr=1091581164"
"1333","2.440225","17.248.193.16","192.168.86.162","TCP","1514","[TCP Out-Of-Order] 443  >  56153 [ACK] Seq=1 Ack=518 Win=65024 Len=1448 TSval=2233932226 TSecr=3203748953"
"1334","2.440226","37.16.4.196","192.168.86.162","TCP","1234","443  >  56148 [ACK] Seq=36271 Ack=3207 Win=77824 Len=1168 TSval=1091581168 TSecr=1349091108 [TCP PDU reassembled in 1336]"
"1335","2.440227","37.16.4.196","192.168.86.162","TCP","1234","443  >  56148 [PSH, ACK] Seq=37439 Ack=3207 Win=77824 Len=1168 TSval=1091581168 TSecr=1349091108 [TCP PDU reassembled in 1336]"
"1337","2.440263","192.168.86.162","37.16.4.196","TCP","66","56148  >  443 [ACK] Seq=3207 Ack=39486 Win=127808 Len=0 TSval=1349091424 TSecr=1091581171"
"1338","2.440286","192.168.86.162","17.248.193.16","TCP","66","56153  >  443 [ACK] Seq=518 Ack=6018 Win=125696 Len=0 TSval=3203749158 TSecr=2233932226"
"1339","2.440307","192.168.86.162","37.16.4.196","TCP","66","[TCP Window Update] 56148  >  443 [ACK] Seq=3207 Ack=39486 Win=131072 Len=0 TSval=1349091424 TSecr=1091581171"
"1340","2.440339","192.168.86.162","17.248.193.16","TCP","66","[TCP Window Update] 56153  >  443 [ACK] Seq=518 Ack=6018 Win=131072 Len=0 TSval=3203749158 TSecr=2233932226"
"1357","2.589380","8.8.4.4","192.168.86.162","TCP","680","[TCP Retransmission] 443  >  56133 [FIN, PSH, ACK] Seq=4244 Ack=607 Win=268800 Len=614 TSval=2868268379 TSecr=964211706"
"1361","2.741520","162.125.40.1","192.168.86.162","TCP","130","[TCP Retransmission] 443  >  56015 [ACK] Seq=1 Ack=1 Win=358 Len=64 TSval=3502120889 TSecr=4174596177"
"1362","2.741523","fe80::14b6:ff83:a412:ebee","fe80::1cc1:4cef:1e0a:8c4f","TCP","86","[TCP Retransmission] 49153  >  49591 [FIN, ACK] Seq=1 Ack=1 Win=4096 Len=0 TSval=3891313962 TSecr=1310734468"
"1363","2.741524","fd66:2118:9c14:90fe:808:7368:1c0d:c89a","fd66:2118:9c14:90fe:18c1:b965:49ba:6bd3","TCP","98","49153  >  56145 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=32 TSval=1520302729 TSecr=3650620985 SACK_PERM"
"1364","2.741524","fe80::14b6:ff83:a412:ebee","fe80::1cc1:4cef:1e0a:8c4f","TCP","98","49153  >  56142 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=32 TSval=116078253 TSecr=363828640 SACK_PERM"
"1365","2.741525","192.168.86.30","192.168.86.162","TCP","414","[TCP Retransmission] 8009  >  50948 [PSH, ACK] Seq=1 Ack=1 Win=679 Len=348 TSval=3963812244 TSecr=2223796380"
"1367","2.741527","37.16.4.196","192.168.86.162","TCP","945","[TCP Spurious Retransmission] 443  >  56148 [PSH, ACK] Seq=38607 Ack=3207 Win=77824 Len=879 TSval=1091581416 TSecr=1349091108"
"1369","2.741530","17.248.193.16","192.168.86.162","TCP","1514","[TCP Spurious Retransmission] 443  >  56153 [ACK] Seq=1 Ack=518 Win=65024 Len=1448 TSval=2233932547 TSecr=3203749158"
"1370","2.741531","35.186.224.31","192.168.86.162","TCP","78","443  >  56152 [ACK] Seq=213 Ack=2188 Win=69888 Len=0 TSval=3838124979 TSecr=1224557446 SLE=1 SRE=1401"
"1377","2.741536","40.83.247.108","192.168.86.162","TCP","205","[TCP Retransmission] 443  >  49595 [FIN, PSH, ACK] Seq=1 Ack=1 Win=7382 Len=151"
"1378","2.741536","17.248.193.16","192.168.86.162","TCP","66","443  >  56153 [ACK] Seq=6018 Ack=582 Win=65024 Len=0 TSval=2233932555 TSecr=3203749166"
"1382","2.741538","17.248.193.16","192.168.86.162","TCP","66","443  >  56153 [ACK] Seq=6622 Ack=1870 Win=64512 Len=0 TSval=2233932674 TSecr=3203749173"
"1383","2.741539","17.248.193.16","192.168.86.162","TCP","66","443  >  56153 [ACK] Seq=6622 Ack=2925 Win=64000 Len=0 TSval=2233932674 TSecr=3203749173"
"1384","2.741539","17.248.193.16","192.168.86.162","TCP","66","443  >  56153 [ACK] Seq=6622 Ack=3455 Win=63488 Len=0 TSval=2233932674 TSecr=3203749173"
"1385","2.741701","192.168.86.162","37.16.4.196","TCP","78","[TCP Dup ACK 1337#1] 56148  >  443 [ACK] Seq=3207 Ack=39486 Win=131072 Len=0 TSval=1349091726 TSecr=1091581416 SLE=38607 SRE=39486"
"1386","2.741809","192.168.86.162","35.186.224.31","TCP","66","56152  >  443 [ACK] Seq=2188 Ack=831 Win=130752 Len=0 TSval=1224557748 TSecr=3838124979"
"1387","2.741824","192.168.86.162","17.248.193.16","TCP","78","[TCP Dup ACK 1338#1] 56153  >  443 [ACK] Seq=3486 Ack=6018 Win=131072 Len=0 TSval=3203749460 TSecr=2233932226 SLE=1 SRE=1449"
"1388","2.741833","192.168.86.162","17.248.193.16","TCP","66","56153  >  443 [ACK] Seq=3486 Ack=6622 Win=130432 Len=0 TSval=3203749460 TSecr=2233932555"
"1389","2.741953","192.168.86.162","192.168.86.156","TCP","78","56154  >  8009 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1857715556 TSecr=0 SACK_PERM"
"1390","2.741972","192.168.86.162","192.168.86.30","TCP","78","56155  >  8009 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=242908704 TSecr=0 SACK_PERM"
"1394","2.742627","17.248.193.16","192.168.86.162","TCP","66","443  >  56153 [ACK] Seq=6688 Ack=3486 Win=64512 Len=0 TSval=2233932680 TSecr=3203749173"
"1396","2.742958","192.168.86.162","17.248.193.16","TCP","66","56153  >  443 [ACK] Seq=3517 Ack=6688 Win=130944 Len=0 TSval=3203749461 TSecr=2233932674"
"1399","2.750283","192.168.86.156","192.168.86.162","TCP","74","8009  >  56154 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=5229708 TSecr=1857715556 WS=64"
"1400","2.750408","192.168.86.162","192.168.86.156","TCP","66","56154  >  8009 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=1857715851 TSecr=5229708"
"1402","2.750951","192.168.86.162","192.168.86.156","TCP","324","56154  >  8009 [PSH, ACK] Seq=1449 Ack=1 Win=131712 Len=258 TSval=1857715851 TSecr=5229708"
"1403","2.753578","192.168.86.30","192.168.86.162","TCP","74","8009  >  56155 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=3963812465 TSecr=242908704 WS=64"
"1404","2.753668","192.168.86.162","192.168.86.30","TCP","66","56155  >  8009 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=242908969 TSecr=3963812465"
"1407","2.763371","192.168.86.156","192.168.86.162","TCP","66","8009  >  56154 [ACK] Seq=1 Ack=1707 Win=20288 Len=0 TSval=5229709 TSecr=1857715851"
"1410","2.796774","192.168.86.162","13.107.42.12","TCP","78","56156  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3257980679 TSecr=0 SACK_PERM"
"1411","2.799186","192.168.86.162","142.250.189.14","TCP","78","56157  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2981121469 TSecr=0 SACK_PERM"
"1414","2.930182","17.248.193.16","192.168.86.162","TCP","66","443  >  56153 [ACK] Seq=6688 Ack=3517 Win=64512 Len=0 TSval=2233932734 TSecr=3203749460"
"1420","2.930308","192.168.86.162","192.168.86.156","TCP","66","56154  >  8009 [ACK] Seq=1707 Ack=1209 Win=130560 Len=0 TSval=1857716030 TSecr=5229712"
"1421","2.930386","192.168.86.162","17.248.193.16","TCP","66","56153  >  443 [ACK] Seq=3517 Ack=7481 Win=130240 Len=0 TSval=3203749648 TSecr=2233932805"
"1422","2.930876","192.168.86.162","192.168.86.156","TCP","130","56154  >  8009 [PSH, ACK] Seq=1707 Ack=1209 Win=131072 Len=64 TSval=1857716030 TSecr=5229712"
"1423","2.931356","192.168.86.162","192.168.86.156","TCP","184","56154  >  8009 [PSH, ACK] Seq=1771 Ack=1209 Win=131072 Len=118 TSval=1857716032 TSecr=5229712"
"1426","2.948277","192.168.86.156","192.168.86.162","TCP","66","8009  >  56154 [ACK] Seq=1209 Ack=1889 Win=20288 Len=0 TSval=5229727 TSecr=1857716030"
"1427","3.077309","192.168.86.162","17.57.144.119","TCP","1514","56137  >  5223 [ACK] Seq=26733 Ack=8550 Win=131072 Len=1448 TSval=277355651 TSecr=1112173999 [TCP PDU reassembled in 1432]"
"1428","3.077312","192.168.86.162","17.57.144.119","TCP","1514","56137  >  5223 [ACK] Seq=28181 Ack=8550 Win=131072 Len=1448 TSval=277355651 TSecr=1112173999 [TCP PDU reassembled in 1432]"
"1429","3.077314","192.168.86.162","17.57.144.119","TCP","1514","56137  >  5223 [ACK] Seq=29629 Ack=8550 Win=131072 Len=1448 TSval=277355651 TSecr=1112173999 [TCP PDU reassembled in 1432]"
"1430","3.077315","192.168.86.162","17.57.144.119","TCP","1514","56137  >  5223 [ACK] Seq=31077 Ack=8550 Win=131072 Len=1448 TSval=277355651 TSecr=1112173999 [TCP PDU reassembled in 1432]"
"1431","3.077316","192.168.86.162","17.57.144.119","TCP","1514","56137  >  5223 [ACK] Seq=32525 Ack=8550 Win=131072 Len=1448 TSval=277355651 TSecr=1112173999 [TCP PDU reassembled in 1432]"
"1433","3.082168","192.168.86.162","17.57.144.119","TCP","1514","56137  >  5223 [ACK] Seq=34037 Ack=8550 Win=131072 Len=1448 TSval=277355656 TSecr=1112173999 [TCP PDU reassembled in 1434]"
"1435","3.082761","192.168.86.162","17.57.144.119","TCP","1514","56137  >  5223 [ACK] Seq=36709 Ack=8550 Win=131072 Len=1448 TSval=277355656 TSecr=1112173999 [TCP PDU reassembled in 1436]"
"1437","3.100840","13.107.42.12","192.168.86.162","TCP","66","443  >  56156 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"1438","3.100842","142.250.189.14","192.168.86.162","TCP","74","443  >  56157 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=3403052909 TSecr=2981121469 WS=256"
"1439","3.100843","192.168.86.156","192.168.86.162","TCP","1514","8009  >  56154 [ACK] Seq=1209 Ack=1889 Win=20288 Len=1448 TSval=5229731 TSecr=1857716030"
"1442","3.100846","8.8.8.8","192.168.86.162","TCP","74","[TCP Retransmission] 443  >  56141 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=2247892823 TSecr=2699599865 WS=256"
"1444","3.100847","192.168.86.156","192.168.86.162","TCP","1514","8009  >  56154 [ACK] Seq=2657 Ack=1889 Win=20288 Len=1448 TSval=5229731 TSecr=1857716030"
"1446","3.100850","192.168.86.156","192.168.86.162","TCP","1514","8009  >  56154 [ACK] Seq=4105 Ack=1889 Win=20288 Len=1448 TSval=5229731 TSecr=1857716030"
"1448","3.100852","192.168.86.156","192.168.86.162","TCP","319","8009  >  56154 [PSH, ACK] Seq=5553 Ack=1889 Win=20288 Len=253 TSval=5229731 TSecr=1857716030"
"1449","3.101037","192.168.86.162","13.107.42.12","TCP","54","56156  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1450","3.101138","192.168.86.162","142.250.189.14","TCP","66","56157  >  443 [ACK] Seq=1 Ack=1 Win=2816 Len=0 TSval=2981121771 TSecr=3403052909"
"1451","3.101188","192.168.86.162","192.168.86.129","TCP","78","56158  >  8009 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1173497193 TSecr=0 SACK_PERM"
"1452","3.101241","192.168.86.162","192.168.86.156","TCP","66","56154  >  8009 [ACK] Seq=1889 Ack=5806 Win=126464 Len=0 TSval=1857716201 TSecr=5229731"
"1453","3.101361","192.168.86.162","192.168.86.156","TCP","66","[TCP Window Update] 56154  >  8009 [ACK] Seq=1889 Ack=5806 Win=131072 Len=0 TSval=1857716201 TSecr=5229731"
"1456","3.103730","192.168.86.162","192.168.86.156","TCP","539","56154  >  8009 [PSH, ACK] Seq=1889 Ack=5806 Win=131072 Len=473 TSval=1857716204 TSecr=5229731"
"1457","3.103812","192.168.86.162","192.168.86.156","TCP","231","56154  >  8009 [PSH, ACK] Seq=2362 Ack=5806 Win=131072 Len=165 TSval=1857716204 TSecr=5229731"
"1458","3.103870","192.168.86.162","192.168.86.156","TCP","200","56154  >  8009 [PSH, ACK] Seq=2527 Ack=5806 Win=131072 Len=134 TSval=1857716204 TSecr=5229731"
"1460","3.115402","192.168.86.156","192.168.86.162","TCP","66","8009  >  56154 [ACK] Seq=5806 Ack=2661 Win=28992 Len=0 TSval=5229745 TSecr=1857716204"
"1462","3.121022","192.168.86.156","192.168.86.162","TCP","264","8009  >  56154 [PSH, ACK] Seq=5806 Ack=2661 Win=28992 Len=198 TSval=5229745 TSecr=1857716204"
"1463","3.121023","192.168.86.156","192.168.86.162","TCP","502","8009  >  56154 [PSH, ACK] Seq=6004 Ack=2661 Win=28992 Len=436 TSval=5229745 TSecr=1857716204"
"1464","3.121139","192.168.86.162","192.168.86.156","TCP","66","56154  >  8009 [ACK] Seq=2661 Ack=6440 Win=130432 Len=0 TSval=1857716221 TSecr=5229745"
"1465","3.125345","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8550 Ack=28181 Win=31872 Len=0 TSval=1112174944 TSecr=277355651"
"1466","3.125347","192.168.86.129","192.168.86.162","TCP","74","8009  >  56158 [SYN, ACK] Seq=0 Ack=1 Win=28800 Len=0 MSS=1446 SACK_PERM TSval=3797557676 TSecr=1173497193 WS=128"
"1467","3.125504","192.168.86.162","192.168.86.129","TCP","66","56158  >  8009 [ACK] Seq=1 Ack=1 Win=131904 Len=0 TSval=1173497461 TSecr=3797557676"
"1469","3.126130","192.168.86.162","192.168.86.129","TCP","306","56158  >  8009 [PSH, ACK] Seq=1435 Ack=1 Win=131904 Len=240 TSval=1173497461 TSecr=3797557676"
"1470","3.131694","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8550 Ack=31077 Win=31872 Len=0 TSval=1112174953 TSecr=277355651"
"1471","3.131695","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8550 Ack=32525 Win=31872 Len=0 TSval=1112174953 TSecr=277355651"
"1472","3.131696","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8550 Ack=33973 Win=31872 Len=0 TSval=1112174953 TSecr=277355651"
"1473","3.131696","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8550 Ack=34037 Win=31872 Len=0 TSval=1112174953 TSecr=277355651"
"1474","3.131696","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8550 Ack=35485 Win=31872 Len=0 TSval=1112174953 TSecr=277355656"
"1475","3.131697","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8550 Ack=36709 Win=31872 Len=0 TSval=1112174953 TSecr=277355656"
"1476","3.131697","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8550 Ack=38157 Win=31872 Len=0 TSval=1112174953 TSecr=277355656"
"1477","3.131697","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8550 Ack=38982 Win=31872 Len=0 TSval=1112174954 TSecr=277355656"
"1480","3.136495","192.168.86.162","17.57.144.119","TCP","66","56137  >  5223 [ACK] Seq=38982 Ack=8622 Win=130944 Len=0 TSval=277355711 TSecr=1112174954"
"1486","3.200232","192.168.86.162","142.250.189.14","TCP","66","56157  >  443 [FIN, ACK] Seq=518 Ack=1 Win=2816 Len=0 TSval=2981121870 TSecr=3403052909"
"1492","3.280291","192.168.86.129","192.168.86.162","TCP","66","8009  >  56158 [ACK] Seq=1 Ack=1675 Win=522496 Len=0 TSval=3797557706 TSecr=1173497461"
"1494","3.280293","192.168.86.172","192.168.86.162","TCP","407","8009  >  56151 [PSH, ACK] Seq=6454 Ack=2661 Win=43456 Len=341 TSval=2311861701 TSecr=349677289"
"1495","3.280294","192.168.86.172","192.168.86.162","TCP","748","8009  >  56151 [PSH, ACK] Seq=6795 Ack=2661 Win=43456 Len=682 TSval=2311861702 TSecr=349677289"
"1496","3.280295","192.168.86.172","192.168.86.162","TCP","748","8009  >  56151 [PSH, ACK] Seq=7477 Ack=2661 Win=43456 Len=682 TSval=2311861706 TSecr=349677289"
"1497","3.280296","192.168.86.172","192.168.86.162","TCP","407","8009  >  56151 [PSH, ACK] Seq=8159 Ack=2661 Win=43456 Len=341 TSval=2311861711 TSecr=349677289"
"1498","3.280297","192.168.86.172","192.168.86.162","TCP","1430","8009  >  56151 [PSH, ACK] Seq=8500 Ack=2661 Win=43456 Len=1364 TSval=2311861712 TSecr=349677289"
"1499","3.280442","192.168.86.162","192.168.86.129","TCP","66","56158  >  8009 [ACK] Seq=1675 Ack=1209 Win=130688 Len=0 TSval=1173497616 TSecr=3797557720"
"1500","3.280494","192.168.86.162","192.168.86.172","TCP","66","56151  >  8009 [ACK] Seq=2661 Ack=9864 Win=127616 Len=0 TSval=349678130 TSecr=2311861712"
"1501","3.280862","192.168.86.162","192.168.86.129","TCP","130","56158  >  8009 [PSH, ACK] Seq=1675 Ack=1209 Win=131072 Len=64 TSval=1173497616 TSecr=3797557720"
"1502","3.281146","192.168.86.162","192.168.86.172","TCP","66","[TCP Window Update] 56151  >  8009 [ACK] Seq=2661 Ack=9864 Win=131072 Len=0 TSval=349678130 TSecr=2311861712"
"1503","3.281436","192.168.86.162","192.168.86.129","TCP","184","56158  >  8009 [PSH, ACK] Seq=1739 Ack=1209 Win=131072 Len=118 TSval=1173497617 TSecr=3797557720"
"1504","3.286871","192.168.86.162","192.168.86.30","TCP","1514","[TCP Retransmission] 56155  >  8009 [PSH, ACK] Seq=323 Ack=1 Win=131712 Len=1448 TSval=242909502 TSecr=3963812465 [TCP PDU reassembled in 1406]"
"1509","3.471957","142.250.189.14","192.168.86.162","TCP","78","[TCP Dup ACK 1438#1] 443  >  56157 [ACK] Seq=1 Ack=1 Win=268800 Len=0 TSval=3403053259 TSecr=2981121771 SLE=518 SRE=519"
"1510","3.471957","40.83.247.108","192.168.86.162","TCP","205","[TCP Retransmission] 443  >  49595 [FIN, PSH, ACK] Seq=1 Ack=1 Win=7382 Len=151"
"1512","3.471958","192.168.86.129","192.168.86.162","TCP","66","8009  >  56158 [ACK] Seq=1209 Ack=1857 Win=524032 Len=0 TSval=3797557895 TSecr=1173497617"
"1513","3.471959","192.168.86.172","192.168.86.162","TCP","1430","[TCP Spurious Retransmission] 8009  >  56151 [PSH, ACK] Seq=8500 Ack=2661 Win=43456 Len=1364 TSval=2311861887 TSecr=349677289"
"1514","3.471960","192.168.86.30","192.168.86.162","TCP","78","[TCP Dup ACK 1403#1] 8009  >  56155 [ACK] Seq=1 Ack=1 Win=31872 Len=0 TSval=3963813134 TSecr=242908969 SLE=323 SRE=1771"
"1519","3.472112","192.168.86.162","17.57.144.119","TCP","66","56137  >  5223 [ACK] Seq=38982 Ack=8723 Win=130944 Len=0 TSval=277356046 TSecr=1112175162"
"1520","3.472224","192.168.86.162","142.250.189.14","TCP","583","[TCP Retransmission] 56157  >  443 [FIN, PSH, ACK] Seq=1 Ack=1 Win=2816 Len=517 TSval=2981122142 TSecr=3403053259"
"1521","3.472292","192.168.86.162","192.168.86.172","TCP","78","[TCP Dup ACK 1500#1] 56151  >  8009 [ACK] Seq=2661 Ack=9864 Win=131072 Len=0 TSval=349678321 TSecr=2311861887 SLE=8500 SRE=9864"
"1522","3.472329","192.168.86.162","192.168.86.30","TCP","388","[TCP Retransmission] 56155  >  8009 [ACK] Seq=1 Ack=1 Win=131712 Len=322 TSval=242909687 TSecr=3963813134"
"1531","3.730378","192.168.86.162","17.57.144.119","TCP","98","[TCP Retransmission] 56137  >  5223 [PSH, ACK] Seq=38982 Ack=8723 Win=131072 Len=32 TSval=277356304 TSecr=1112175162"
"1533","3.814564","192.168.86.162","13.107.42.12","TCP","571","[TCP Retransmission] 56156  >  443 [PSH, ACK] Seq=1 Ack=1 Win=262144 Len=517"
"1534","3.880041","fe80::14b6:ff83:a412:ebee","fe80::1cc1:4cef:1e0a:8c4f","TCP","86","[TCP Retransmission] 49153  >  49591 [FIN, ACK] Seq=1 Ack=1 Win=4096 Len=0 TSval=3891314964 TSecr=1310734468"
"1535","3.880047","fe80::14b6:ff83:a412:ebee","fe80::1cc1:4cef:1e0a:8c4f","TCP","98","[TCP Retransmission] 49153  >  56142 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=32 TSval=116079254 TSecr=363828640 SACK_PERM"
"1536","3.880049","fd66:2118:9c14:90fe:808:7368:1c0d:c89a","fd66:2118:9c14:90fe:18c1:b965:49ba:6bd3","TCP","98","[TCP Retransmission] 49153  >  56145 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=32 TSval=1520303730 TSecr=3650620985 SACK_PERM"
"1537","3.880050","142.250.189.14","192.168.86.162","TCP","66","443  >  56157 [ACK] Seq=1 Ack=519 Win=268288 Len=0 TSval=3403053439 TSecr=2981121773"
"1539","3.880053","13.107.42.12","192.168.86.162","TCP","54","443  >  56156 [ACK] Seq=1 Ack=518 Win=4194048 Len=0"
"1541","3.880054","192.168.86.129","192.168.86.162","TCP","1472","8009  >  56158 [PSH, ACK] Seq=1209 Ack=1857 Win=524288 Len=1406 TSval=3797558038 TSecr=1173497617"
"1542","3.880057","17.57.144.119","192.168.86.162","TCP","167","[TCP Spurious Retransmission] 5223  >  56137 [PSH, ACK] Seq=8622 Ack=38982 Win=31872 Len=101 TSval=1112175521 TSecr=277355711"
"1543","3.880058","17.57.144.119","192.168.86.162","TCP","78","5223  >  56137 [ACK] Seq=8723 Ack=39014 Win=31872 Len=0 TSval=1112175593 TSecr=277356304 SLE=38982 SRE=39014"
"1546","3.880064","192.168.86.129","192.168.86.162","TCP","1472","8009  >  56158 [PSH, ACK] Seq=2615 Ack=1857 Win=524288 Len=1406 TSval=3797558038 TSecr=1173497617"
"1549","3.880069","142.250.189.14","192.168.86.162","TCP","1466","[TCP Out-Of-Order] 443  >  56157 [ACK] Seq=1 Ack=519 Win=268800 Len=1400 TSval=3403053446 TSecr=2981121773"
"1551","3.880073","192.168.86.129","192.168.86.162","TCP","1472","8009  >  56158 [PSH, ACK] Seq=4021 Ack=1857 Win=524288 Len=1406 TSval=3797558038 TSecr=1173497617"
"1552","3.880075","142.250.189.14","192.168.86.162","TCP","78","[TCP Dup ACK 1537#1] 443  >  56157 [ACK] Seq=2801 Ack=519 Win=268800 Len=0 TSval=3403053701 TSecr=2981122142 SLE=1 SRE=519"
"1553","3.880076","142.250.189.14","192.168.86.162","TCP","1466","[TCP Retransmission] 443  >  56157 [PSH, ACK] Seq=1401 Ack=519 Win=268800 Len=1400 TSval=3403053813 TSecr=2981122142"
"1554","3.880078","192.168.86.129","192.168.86.162","TCP","399","8009  >  56158 [PSH, ACK] Seq=5427 Ack=1857 Win=524288 Len=333 TSval=3797558038 TSecr=1173497617"
"1555","3.880078","192.168.86.129","192.168.86.162","TCP","1472","[TCP Retransmission] 8009  >  56158 [ACK] Seq=1209 Ack=1857 Win=524288 Len=1406 TSval=3797558133 TSecr=1173497617"
"1556","3.880080","192.168.86.129","192.168.86.162","TCP","1472","[TCP Retransmission] 8009  >  56158 [ACK] Seq=1209 Ack=1857 Win=524288 Len=1406 TSval=3797558370 TSecr=1173497617"
"1557","3.880320","192.168.86.162","13.107.42.12","TCP","54","56156  >  443 [ACK] Seq=518 Ack=100 Win=262016 Len=0"
"1558","3.880539","192.168.86.162","142.250.189.14","TCP","54","56157  >  443 [RST] Seq=519 Win=0 Len=0"
"1559","3.880619","192.168.86.162","192.168.86.129","TCP","66","56158  >  8009 [ACK] Seq=1857 Ack=5760 Win=126464 Len=0 TSval=1173498215 TSecr=3797558038"
"1560","3.880650","192.168.86.162","192.168.86.129","TCP","78","[TCP Dup ACK 1559#1] 56158  >  8009 [ACK] Seq=1857 Ack=5760 Win=126464 Len=0 TSval=1173498215 TSecr=3797558038 SLE=1209 SRE=2615"
"1561","3.880669","192.168.86.162","192.168.86.129","TCP","78","[TCP Dup ACK 1559#2] 56158  >  8009 [ACK] Seq=1857 Ack=5760 Win=126464 Len=0 TSval=1173498215 TSecr=3797558038 SLE=1209 SRE=2615"
"1562","3.880696","192.168.86.162","17.57.144.119","TCP","78","[TCP Dup ACK 1519#1] 56137  >  5223 [ACK] Seq=39052 Ack=8723 Win=131072 Len=0 TSval=277356454 TSecr=1112175521 SLE=8622 SRE=8723"
"1563","3.880724","192.168.86.162","192.168.86.129","TCP","66","[TCP Window Update] 56158  >  8009 [ACK] Seq=1857 Ack=5760 Win=131072 Len=0 TSval=1173498215 TSecr=3797558038"
"1567","3.882342","192.168.86.162","192.168.86.129","TCP","539","56158  >  8009 [PSH, ACK] Seq=1857 Ack=5760 Win=131072 Len=473 TSval=1173498218 TSecr=3797558038"
"1568","3.882387","192.168.86.162","192.168.86.129","TCP","231","56158  >  8009 [PSH, ACK] Seq=2330 Ack=5760 Win=131072 Len=165 TSval=1173498218 TSecr=3797558038"
"1569","3.882419","192.168.86.162","192.168.86.129","TCP","231","56158  >  8009 [PSH, ACK] Seq=2495 Ack=5760 Win=131072 Len=165 TSval=1173498218 TSecr=3797558038"
"1570","3.882448","192.168.86.162","192.168.86.129","TCP","200","56158  >  8009 [PSH, ACK] Seq=2660 Ack=5760 Win=131072 Len=134 TSval=1173498218 TSecr=3797558038"
"1572","3.891757","192.168.86.129","192.168.86.162","TCP","66","8009  >  56158 [ACK] Seq=5760 Ack=2794 Win=523264 Len=0 TSval=3797558455 TSecr=1173498218"
"1573","3.897004","17.57.144.119","192.168.86.162","TCP","66","5223  >  56137 [ACK] Seq=8723 Ack=39052 Win=31872 Len=0 TSval=1112175722 TSecr=277356331"
"1575","3.897006","192.168.86.129","192.168.86.162","TCP","262","8009  >  56158 [PSH, ACK] Seq=5760 Ack=2794 Win=524288 Len=196 TSval=3797558458 TSecr=1173498218"
"1576","3.897008","192.168.86.129","192.168.86.162","TCP","1109","8009  >  56158 [PSH, ACK] Seq=5956 Ack=2794 Win=524288 Len=1043 TSval=3797558458 TSecr=1173498218"
